serialCode,isWinner,prizeId
W593-7775,false,
H581-5617,false,
J721-3611,false,
F137-6023,false,
U333-1598,false,
P769-0380,true,3
K700-5517,false,
P619-4928,false,
D343-2412,false,
X006-7139,false,
X048-5291,false,
U236-1668,false,
N297-6304,false,
T270-5818,false,
A883-2191,true,3
J954-0517,false,
R313-3984,false,
X969-3206,false,
N153-0942,false,
K755-7722,false,
R891-7150,false,
M359-8981,false,
D432-4804,false,
E333-6441,false,
W389-0125,false,
W920-3163,false,
J658-1875,false,
G910-7932,true,3
K590-8353,false,
E060-9101,false,
H828-9801,false,
K607-4687,false,
F342-9599,false,
D166-8728,false,
U826-1246,false,
P591-8313,false,
T978-0143,false,
H954-7494,false,
M098-7578,false,
G267-7857,false,
A185-4840,false,
K459-4381,false,
C305-8432,false,
E850-2234,false,
F727-9817,false,
F019-7960,false,
C746-7837,false,
F012-9705,false,
D713-0207,false,
R716-0559,false,
U961-8833,false,
M966-6171,false,
J576-0129,false,
F440-2725,false,
Y731-5706,false,
T888-9023,false,
H178-1765,false,
Y636-4269,false,
H268-4703,false,
N625-2477,false,
Y202-0575,false,
J148-2413,false,
E667-8357,false,
M751-7868,false,
N007-1357,false,
U137-3426,false,
F124-4872,false,
L781-5753,false,
E148-7262,false,
D670-9913,false,
R611-1443,false,
N667-2443,false,
U171-8642,false,
J292-7345,false,
L032-4554,false,
D250-8012,false,
M329-7589,false,
A064-1553,false,
R728-3730,false,
K621-0408,false,
P402-8979,false,
U318-2795,false,
G646-9607,false,
K423-1310,false,
A547-0064,false,
G889-0007,false,
J515-7422,false,
J216-5296,false,
L423-8428,false,
M443-8875,false,
M435-0710,false,
P319-5471,false,
J959-6488,false,
W901-9955,false,
J484-0913,false,
G755-9889,false,
H779-4017,false,
H989-2615,false,
K440-7918,false,
L271-4627,false,
H047-7561,false,
G593-3580,false,
N895-6231,false,
K629-2125,false,
F832-8568,false,
X524-5933,false,
N010-8082,false,
L299-9729,false,
R771-2515,false,
V062-2405,false,
A452-2082,true,3
E497-1687,false,
K623-3888,false,
J929-8754,true,3
V834-5118,false,
A577-9556,false,
U234-4374,true,1
V397-8424,false,
Y061-2930,false,
P250-4904,false,
C218-6219,false,
U359-7258,false,
G944-2086,false,
D145-2239,false,
V642-8069,false,
K477-7671,false,
X520-1412,false,
G861-4233,false,
V704-6409,false,
V263-7026,false,
V927-8605,false,
M565-8940,false,
P233-1231,false,
D513-3973,false,
U600-4574,false,
A622-1036,true,2
M817-5887,true,3
E235-0547,false,
W659-9217,false,
G456-6250,false,
E927-4431,false,
R923-3999,false,
W524-9167,false,
A576-9139,false,
R799-6760,false,
C215-8402,false,
M653-6032,false,
J524-0346,false,
C297-5343,false,
U521-0655,false,
N686-9681,false,
E084-2983,false,
V144-9381,false,
W359-7473,false,
L185-5788,false,
G829-2220,false,
X046-4732,false,
R785-2197,false,
M111-7292,false,
F120-2812,false,
K326-5797,false,
F089-6213,true,2
X450-2390,false,
D710-0816,false,
J787-6779,false,
U665-9796,false,
P372-9872,false,
E024-6557,false,
G786-5194,false,
E682-5729,false,
D341-4797,false,
V937-1073,false,
R558-4845,false,
D592-9801,false,
F307-1384,false,
W402-0566,false,
T250-4577,false,
C224-6751,false,
C500-0111,false,
P713-6168,false,
A340-0552,false,
T348-3506,false,
K168-3888,false,
P637-6041,false,
E073-2605,false,
D380-2585,false,
K554-7922,false,
X526-2998,false,
K923-9899,false,
V339-5088,false,
V500-7843,false,
R756-8046,false,
M489-9205,false,
P002-0182,false,
U390-8025,false,
X576-3134,false,
R947-4519,false,
V076-4068,false,
H295-5273,false,
V149-2707,false,
A771-0227,false,
P816-8624,false,
J760-9909,false,
U994-8249,false,
D346-3963,true,3
D659-2583,false,
L274-9738,false,
X037-7608,true,1
G744-0578,false,
D491-8326,false,
Y067-8696,false,
V331-5487,false,
D039-9464,false,
F210-3865,false,
W818-5819,false,
E274-4661,false,
P865-2833,false,
L379-0576,false,
P406-7341,false,
K500-9441,false,
L923-2443,false,
W531-2472,false,
T912-6997,false,
L366-7464,false,
E300-7898,false,
L239-5007,false,
J136-5643,false,
R124-7413,false,
P818-7059,false,
A071-0055,false,
J267-7256,false,
P234-5778,false,
E245-0738,false,
W269-7301,true,3
E769-4886,false,
Y307-1820,false,
V355-2133,false,
X528-8411,false,
U295-0712,false,
T695-4428,false,
X079-8606,false,
T928-9815,false,
L529-6404,false,
T265-4465,false,
C278-0958,false,
X948-0245,false,
A956-6882,false,
W483-7289,false,
C500-9205,false,
P803-7823,false,
G759-6295,false,
E061-7654,false,
N415-1511,false,
G661-1607,false,
P197-3290,false,
U804-4691,false,
Y536-4646,false,
W946-5355,false,
N480-8636,true,2
E176-7738,false,
J469-2577,false,
M072-1507,false,
Y795-8077,false,
Y447-9426,true,1
F951-4919,false,
U008-3829,false,
T669-9028,false,
N348-8506,false,
Y734-7557,false,
E506-6182,true,3
Y668-6847,false,
E163-1686,false,
L330-8786,false,
N213-4428,false,
E691-7343,false,
G121-6031,false,
P890-8840,false,
H600-1249,false,
D073-0636,false,
C680-6923,false,
L037-6551,false,
K799-9360,false,
A627-7567,true,3
E515-7101,false,
F697-8185,false,
Y132-9999,false,
E444-6209,false,
Y305-4013,false,
M058-7312,false,
G477-1174,false,
D261-1532,false,
F581-6535,false,
V262-8499,false,
X201-6049,false,
G539-3676,false,
A751-6336,false,
R069-0396,false,
K333-5740,false,
T772-5937,false,
A756-4707,false,
W230-3598,false,
K616-1964,false,
U522-9780,false,
A489-2142,false,
J606-4962,false,
G337-7620,false,
X998-1598,false,
H580-0054,false,
C142-2652,false,
E692-3580,false,
F636-0616,false,
F348-5543,false,
T508-8429,false,
E278-0663,false,
P572-6774,false,
E128-1539,false,
X188-8775,false,
M333-1385,false,
R575-6323,false,
V148-7656,false,
H176-5761,false,
C866-9424,false,
F527-2825,false,
E113-5023,false,
D381-5690,false,
M451-4387,false,
R872-2575,false,
R005-8233,false,
H544-3695,false,
P206-5929,false,
E197-6825,false,
T095-0486,false,
R046-9407,false,
K995-6907,false,
F410-7118,true,1
R880-6532,false,
N305-0388,false,
C199-4163,false,
H644-6137,false,
V029-6849,false,
F976-3309,false,
V020-7661,false,
R210-8973,false,
M486-7970,false,
N906-4661,false,
K008-4589,false,
T600-8950,false,
A687-6568,false,
M691-2897,false,
X770-7543,false,
R294-7792,false,
V444-4772,false,
V194-4371,false,
U009-1046,false,
M006-3296,true,2
H354-0285,false,
R476-0508,false,
H150-8580,false,
K092-0617,false,
J331-1058,false,
X561-4030,false,
U223-5642,false,
M161-6337,false,
Y294-3194,false,
C039-4452,false,
H140-0830,false,
A699-2744,false,
W181-6808,false,
L777-7962,false,
E403-3080,true,3
K329-6956,false,
W405-9718,false,
A066-2191,false,
C648-6957,false,
A783-2753,false,
W099-8423,false,
A188-1145,false,
K619-5769,false,
W961-8981,false,
Y945-2943,false,
U708-7053,false,
U434-3588,false,
Y449-2030,false,
R838-2750,true,2
J956-6747,false,
K526-3032,false,
A490-7072,false,
H701-2069,false,
C230-9127,false,
U626-8530,false,
F263-0751,false,
W426-1123,false,
M440-1517,false,
H955-4195,false,
A918-4472,false,
V479-2169,false,
N623-9408,false,
D092-8620,false,
W963-0972,false,
U430-8238,false,
J157-3653,true,2
E288-6995,false,
R678-0830,false,
W189-9710,true,1
V046-3387,false,
U368-2971,false,
V549-8057,false,
V930-1995,false,
C039-9016,false,
W894-6579,false,
R109-2649,false,
G334-1507,false,
T428-4649,false,
G786-1703,false,
J275-9497,false,
C613-9305,false,
X783-0398,false,
W746-1328,false,
F465-0340,false,
V038-1950,false,
H344-3946,false,
G316-1451,false,
V318-8726,false,
E960-6210,false,
K349-8045,false,
C364-6232,false,
T893-7437,false,
U364-0565,false,
M367-5466,false,
W535-8238,false,
X693-2792,false,
M932-1666,false,
X885-9805,false,
P448-4748,false,
C637-3587,false,
D693-2191,false,
N049-5661,false,
D196-9242,false,
F135-0891,true,3
Y721-1364,false,
K225-3973,false,
W410-9713,false,
J121-6986,false,
J860-1881,false,
T565-6731,false,
V450-2649,false,
F402-8932,false,
X709-4111,false,
X859-6670,false,
H512-3235,false,
P911-4293,false,
A720-2454,false,
T413-3183,false,
Y291-0955,false,
A493-0028,false,
N944-6024,false,
H179-5517,false,
F212-7174,true,2
U714-8900,true,1
F639-6245,false,
V484-8444,false,
T678-0820,false,
V525-9257,false,
L986-7352,false,
V979-7387,false,
G958-2861,false,
K003-5472,true,1
C302-1607,false,
Y302-9331,false,
R008-0551,false,
K572-7605,false,
C826-1652,false,
E399-4844,false,
Y699-3551,false,
F867-7523,false,
L505-6961,false,
L204-2988,false,
U314-3962,false,
A871-6088,false,
D826-3268,false,
R524-2314,false,
H252-8750,false,
X383-0342,false,
F813-6666,true,3
X987-4630,false,
Y014-4684,false,
F342-9984,false,
E290-4981,false,
J546-6067,false,
K702-3529,false,
Y325-1209,false,
N653-4902,false,
G258-7715,false,
N501-1037,false,
H904-3059,false,
U141-6437,false,
D697-7797,false,
C685-3938,false,
U638-3224,false,
K479-5868,false,
C111-6600,false,
M844-0397,false,
G766-1905,false,
M936-0772,false,
Y383-7880,false,
D836-1325,false,
A692-8093,false,
U501-9352,false,
V994-3439,false,
D828-6269,false,
T402-1697,false,
N266-7576,false,
G168-3167,false,
N087-3505,false,
M973-6593,false,
V667-5646,false,
L896-0989,false,
K311-4081,false,
V276-1021,false,
J686-8470,false,
U101-9916,false,
A579-5632,false,
X980-9812,false,
H968-9238,false,
H180-4862,false,
L283-2240,false,
J165-1365,false,
C941-2049,false,
F544-7930,false,
N493-9556,false,
M984-9655,false,
G369-9764,false,
P651-2637,false,
F173-3596,false,
A868-1253,false,
D733-0561,true,1
Y461-9055,false,
N250-3677,false,
W028-9109,false,
L289-0554,false,
W681-5799,false,
Y567-1510,true,2
X107-6720,false,
E186-3325,false,
F288-9104,false,
C800-8803,false,
N327-2170,false,
A103-1097,false,
D415-7867,false,
L360-2370,false,
F391-2049,false,
C029-9752,false,
D471-9689,false,
C538-3343,false,
T414-4211,false,
M170-5329,true,3
H867-3906,false,
K786-6657,false,
A129-6902,false,
U899-6041,false,
P534-4883,false,
U935-2041,false,
V021-5287,false,
V137-8941,false,
G702-9962,true,2
A005-4380,false,
L430-2715,false,
F227-8679,false,
T454-0092,false,
P967-0672,false,
Y055-5221,false,
Y957-4152,false,
U589-6474,false,
E925-0218,false,
V270-2986,false,
D651-3877,false,
X001-8890,true,3
W811-5422,false,
P416-8422,false,
R596-6706,false,
C091-0040,false,
L817-6953,false,
P868-7247,false,
H243-9418,false,
P601-2674,false,
A962-6006,false,
Y928-1154,false,
V407-6433,false,
K736-6380,false,
E327-5337,false,
D502-2516,false,
T223-3285,false,
R049-6647,false,
C649-6210,false,
T181-8991,false,
G674-3046,false,
H928-2853,false,
P817-1694,false,
F572-3767,false,
A355-7503,false,
J972-9648,false,
Y294-2774,false,
K794-1021,true,2
U637-8474,false,
A049-8240,false,
N792-8002,false,
P839-7147,false,
M026-4627,false,
U499-5568,false,
R662-1820,false,
F364-4054,false,
V646-4941,true,4
V326-7743,false,
K477-3534,false,
D324-2945,false,
H986-1242,false,
C703-0687,false,
E160-9491,false,
P872-3129,true,2
M340-6902,false,
D175-0024,false,
T728-5506,false,
N288-3001,false,
X081-3441,false,
W015-6536,false,
L540-4647,true,3
R557-5467,false,
K326-9052,false,
C488-7889,false,
N162-3020,false,
R915-7016,false,
N469-9899,false,
J279-2388,false,
U161-9126,false,
P919-8302,true,3
E388-8950,false,
X516-2410,false,
D405-4227,false,
Y190-9091,false,
K114-1704,false,
R608-9140,false,
G822-4908,false,
T361-1842,false,
W419-7251,false,
Y394-9117,false,
E223-2442,false,
E478-2081,false,
G349-2282,false,
R730-4886,false,
R022-9224,false,
A455-2376,false,
E540-4026,false,
G241-7053,false,
X916-7014,false,
A609-2637,false,
L119-2358,false,
Y352-3823,false,
F707-2007,false,
R549-8886,false,
J504-5910,false,
M719-2854,false,
W390-3505,false,
M338-8796,false,
L162-6785,false,
A963-6722,false,
Y505-9118,false,
W699-6957,false,
T386-5816,false,
T042-7715,false,
W858-2207,false,
Y241-3019,false,
A372-3452,false,
G699-0257,false,
N871-0824,false,
K405-6916,false,
H441-3640,false,
J580-1115,false,
V274-1366,false,
M295-1934,true,1
H136-5587,false,
E569-3773,false,
D844-1039,false,
H287-5733,false,
T626-1338,false,
A340-8733,false,
F613-4437,false,
H238-7963,false,
V598-5755,true,1
W172-6247,false,
F234-8593,false,
U863-8644,false,
N049-6582,false,
U420-4510,true,2
R646-1394,false,
C670-0624,false,
E511-3704,false,
W051-4129,false,
E457-1409,false,
N405-8192,false,
E201-3814,false,
M747-5224,false,
V452-3307,false,
D418-6869,false,
U306-2375,true,1
G113-6969,false,
J672-3054,true,1
N262-2155,false,
A831-5650,false,
L846-9645,false,
E993-5404,false,
D913-5337,false,
J880-7085,false,
W255-2187,false,
R367-0731,false,
K378-7090,false,
V041-2155,false,
L814-8950,false,
P210-4281,false,
P651-2332,false,
F926-2255,false,
X025-5424,false,
W320-8362,false,
V951-8767,false,
C002-6790,false,
E966-6688,false,
U576-0682,false,
V715-7883,false,
Y751-1020,false,
H183-1026,false,
E109-3969,false,
Y726-9372,false,
E113-3672,false,
T667-5661,false,
P162-7261,false,
U220-7653,false,
F031-7446,true,2
W400-6465,false,
P939-6005,false,
J037-2958,false,
G383-2272,false,
W850-5630,false,
M578-7318,false,
Y241-6123,false,
J008-0769,false,
M701-0889,false,
C229-9863,false,
U591-4901,false,
H997-7057,false,
M835-0451,false,
E553-3983,false,
C513-8620,false,
N599-9645,false,
A246-7852,false,
R295-3966,false,
P610-7730,false,
Y617-3409,false,
E466-8606,false,
J452-4657,false,
U549-9219,false,
F884-0762,false,
J882-1848,false,
W080-0125,false,
U780-7401,false,
Y341-3557,false,
N192-5479,false,
C804-4783,false,
J532-0296,false,
G981-7745,false,
D248-1701,false,
P476-3720,false,
E829-2845,false,
R910-6815,false,
M020-2912,false,
C923-0795,false,
X808-4990,false,
V879-4130,true,3
W384-7138,false,
V982-5607,false,
M763-2659,false,
N680-5641,false,
H840-4034,false,
E863-1587,false,
K587-9316,false,
X617-7910,false,
E947-7696,false,
H692-7592,false,
F361-8076,false,
X579-0958,false,
X805-4637,false,
V267-3615,false,
K772-3866,false,
U549-7102,true,3
Y891-2169,false,
K600-3946,false,
J458-7775,true,3
A752-8639,false,
T508-2133,false,
Y669-1336,false,
W734-3495,false,
A695-7396,false,
N704-2644,false,
C711-5987,false,
C951-1355,false,
C377-3881,false,
X934-0362,false,
M541-5457,false,
K784-4830,false,
E489-8642,false,
X126-8585,false,
X151-1224,false,
A927-4772,false,
A055-0551,false,
Y269-7627,false,
R707-3859,false,
C742-2446,false,
A542-5537,true,2
Y149-2901,false,
R911-1984,false,
Y141-1465,false,
M693-7586,false,
J809-9173,false,
U516-7402,false,
P666-1702,false,
J491-5551,false,
M248-9910,true,2
E165-4817,false,
U779-7645,false,
W448-8651,false,
H735-3211,false,
P818-1114,false,
M394-5745,false,
R365-5199,false,
E919-8192,false,
G829-3875,false,
V590-7597,false,
E921-1932,false,
W831-7699,false,
U610-8483,false,
N839-4937,false,
K769-4405,false,
N925-0776,false,
Y464-0779,false,
D398-9286,false,
W228-4497,false,
C095-4982,false,
T640-3242,false,
H959-0629,false,
U501-7323,false,
E017-0044,false,
T213-6738,false,
H081-4470,false,
H724-4129,false,
U931-0849,false,
U864-9961,false,
E619-4309,false,
F582-3654,false,
J295-9009,false,
G817-6874,false,
K895-4951,false,
D706-6817,false,
W786-7699,false,
N817-7832,false,
L345-0526,false,
W540-5647,false,
G970-0299,false,
X224-4126,false,
V908-0834,false,
N578-6645,false,
T513-5716,false,
C315-1702,false,
P395-6847,true,2
N294-5953,false,
G093-1000,false,
P149-9797,false,
A382-9158,false,
U433-2263,false,
D711-9483,false,
Y740-6378,true,3
J011-1249,false,
Y915-8107,false,
G473-4262,false,
X634-3223,false,
E335-3668,false,
D998-3086,false,
G468-6583,false,
F990-2372,false,
T705-1587,false,
M613-3863,false,
V925-5676,false,
J696-2476,false,
V735-3209,true,2
H560-9500,false,
J954-2758,false,
C481-4660,false,
F277-2129,false,
Y579-7366,false,
F623-2095,false,
X185-1669,false,
G577-7598,false,
V301-3909,false,
K189-8512,false,
W470-9154,false,
Y844-9194,false,
T676-9489,false,
P055-7661,false,
W590-7360,false,
H621-5472,false,
T269-1938,false,
A618-7842,false,
J615-7405,false,
J402-2707,false,
N003-3046,false,
R259-9201,false,
T982-4376,false,
K961-9177,false,
Y890-0565,false,
M540-3811,false,
R216-6351,false,
J841-7125,false,
J184-0167,false,
H747-1821,false,
Y205-2989,false,
E434-5263,false,
F336-0631,false,
A072-9061,false,
F132-1983,false,
X250-7316,false,
H940-3704,true,3
N804-8897,false,
Y261-1460,false,
